serial_num,raw_sent
1848," 这/r 小学/n 的/u 学生/n 写起/v 家信/n 来/vd ，/w 竟/d 有/v 写到/v ：/w ""/w 小秃子/nhs 闹/v 眼睛/n 好/a 了/u 没有/d ？/w ""/w "
1849, 这样/r 的/u 学生/n ，/w 在/p 课堂/n 里边/nd 也是/vl 极有/v 地位/n 的/u ，/w 教师/n 也/d 得/vu 尊敬/v 他/r ，/w 一/m 不/d 留心/v ，/w 他/r 这样/r 的/u 学生/n 就/d 站起来/v 了/u ，/w 手里/nl 拿/v 着/u 康熙/nt 字典/n ，/w 常常/d 把/p 先生/n 会/vu 指/v 问/v 住/v 的/u 。/w 
1850," 万里/mq 乾坤/n 的/u ""/w 乾/n ""/w 和/c 乾/n 菜/n 的/u ""/w 乾/n ""/w ，/w 据/p 这/r 学生/n 说/v 是/vl 不同/a 的/u ，/w 乾/n 菜/n 的/u ""/w 乾/n ""/w 应该/vu 这样/r 写/v ：/w ""/w 亁/x ""/w ，/w 而/c 不是/vl 那样/r 写/v ：/w ""/w 乾/n ""/w 。/w "
1851, 有的/r 说/v 不/d 然/k ，/w 完全/d 不是/vl 这样/r ，/w 都/d 是/vl 因为/c 这/r 孩子/n 的/u 父亲/n 的/u 关系/n ，/w 他/r 父亲/n 在/p 讲堂/n 上/nd 指手画脚/i 的/u 讲/v ，/w 讲给/v 学生/n 们/k 说/v ，/w 说/v 这天/r 下雨/v 不是/vl 在/p 天/n 的/u 龙/n 王爷/n 下/v 的/u 雨/n ，/w 他/r 说/v 没有/v 龙/n 王爷/n 。/w 
1852, 有的/r 说/v ，/w 那/r 学堂/n 里/nd 的/u 学生/n 也/d 太/d 不/d 像样/v 了/u ，/w 有的/r 爬上/v 了/u 老/a 龙王/n 的/u 头顶/nl ，/w 给/p 老/a 龙王/n 去/v 戴/v 了/u 一个/mq 草帽/n 。/w 
1853, 有的/r 说/v ，/w 那/r 学堂/n 的/u 学生/n 都/d 太/d 不/d 像样/v 了/u ，/w 他/r 说/v 他/r 亲眼/d 看见/v 过/u ，/w 学生/n 们/k 拿/v 了/u 蚕/n 放/v 在/p 大殿/n 上/nd 老/a 龙王/n 的/u 手上/nl 。/w 
1854," 一/m 群/q 学生/n 打扮/v 的/u 青年/n ""/w 囚犯/n ""/w ，/w 他们/r 被/p 反/v 铐/v 着/u 双手/n ，/w 在/p 走廊/n 里/nd 默默/a 地/u 走/v 着/u 。/w "
1855, 他们/r 相继/d 走下/v 楼梯/n ，/w 其中/nd 有/v 一个/mq 青年/n 学生/n 叫/v 李鸣/nh ，/w 他/r 身穿/v 长袍/n ，/w 右/nd 额上/nl 扎/v 着/u 白/a 纱布/n ，/w 气宇轩昂/i 。/w 
1856," 老/h 陈/nhf （/w 画外音/n ）/w ：/w ""/w 当时/nt ，/w 伪/a 看守所/n 里/nd 曾/d 关押/v 过/u 一/m 批/q 参加/v 反/v 饥饿/a 、/w 反/v 迫害/v 斗争/n 的/u 青年/n 学生/n ，/w 其中/nd 有/v 一个/mq 大学生/n 的/u 名字/n 叫/v 李鸣/nh 。/w ""/w "
1857," 旁边/nd 一/m 位/q 学生/n 模样/n 的/u 人/n 背着/v 箱子/n 不好意思/i 开口/v 招/v 客/n ，/w 陈剑光/nh 走/v 过去/vd ：/w ""/w 别/d 忸忸怩怩/a 的/u ，/w 支援/v 抗战/n 嘛/u ，/w 又/d 不是/vl 打/v 荷包/n ，/w 怕/v 什么/r ？/w "
1858, 河滩/nl 上/nd 好多/m 和/p 少伟/nhs 一般/a 大小/n 的/u 学生/n ，/w 一个个/mq 都/d 脱/v 得/u 光/v 条条/n 的/u ，/w 又/d 喊/v 又/d 叫/v ，/w 看/v 河里/nl 的/u 几/m 个/q 人/n 比赛/v 游泳/v 。/w 
1859," 松坡/nhs ，/w 你/r 是/vl 我/r 的/u 学生/n ，/w 跟/c 黄克强/nh 又/d 有/v 刎/v 颈/n 之/u 交/v ，/w 你/r 挂/v 帅印/n ，/w 同盟会/ni 、/w 进步/a 党/n 各方面/n 摆/v 得/u 平/a 。/w ""/w "
1860, 门口/nl 出现/v 了/u 一个/mq 学生/n 打扮/v 的/u 青年人/n ，/w 他/r 叫/v 方明/nh 。/w 
1861," 龙国正/nh ：/w ""/w 这些/r 学生/n ，/w 质量/n 都/d 不错/a 啊/e ！/w ""/w "
1862, 社员/n 同志们/n ，/w 今天/nt 我们/r 开/v 个/q 批判/v 大会/n ，/w 批判/v 共大/j 学生/n 李金凤/nh 。/w 
1863," 要/vu 说/v 我们/r 有/v 缺点/n 、/w 错误/n 的话/u ，/w 那/r 就是/d 在/p 那/r 股/n 资本主义/n 逆流/n 的/u 影响/v 下/nd ，/w 我们/r 有/v 个别/a 学生/n ，/w 经不住/i 考验/v ，/w 自动/a 退学/v ，/w 走/v 邪路/n …/w …/w ""/w "
1864," 她/r 是/vl 坏/a 学生/n 还是/vl 好/a 学生/n ？/w ""/w "
1865," 龙国正/nh 继续/v 说/v ：/w ""/w 李金凤/nh 反对/v 倒退/v ，/w 反对/v 走/v 资本主义/n 道路/n ，/w 积极/a 搞/v 社会主义/n ，/w 我们/r 能/vu 说/v 她/r 是/vl 坏/a 学生/n 吗/u ？/w ""/w "
1866," 老/a 代表/n 领头/v 喊/v ：/w ""/w 李金凤/nh 是/vl 好/a 学生/n ！/w ""/w "
1867," 高/nhf 老师/n 自语/v ：/w ""/w 的确/d 是/vl 好/a 学生/n ！/w ""/w "
1868," 群众/n 齐声/d 喊/v 着/u ：/w ""/w 李金凤/nh 是/vl 好/a 学生/n ！/w ""/w "
1869," 孙子清/nh 向/p 徐牛崽/nh 频频/d 点头/v ：/w ""/w 李金凤/nh 是/vl 好/a 学生/n ！/w ""/w "
1870, 这样/r 的/u 学生/n 怎么/r 是/vl 好/a 学生/n 呢/u ？/w 
1871," 是/vl 个/q 坏/a 学生/n 嘛/u ！/w ""/w "
1872," 礼堂/n 角落/n 里/nd ，/w 余家旺/nh 和/c 几/m 个/q 人/n 叫/v 着/u ：/w ""/w 对/a ，/w 对/a ，/w 李金凤/nh 是/vl 坏/a 学生/n ！/w ""/w "
1873," 她/r 是/vl 我们/r 共大/j 最好/a 的/u 学生/n ！/w ""/w "
1874," 肖萍/nh 、/w 曹小妹/nh 振臂高呼/i ：/w ""/w 李金凤/nh 是/vl 好/a 学生/n ！/w ""/w "
1875," 台下/nl 群众/n 喊/v 着/u ：/w ""/w 李金凤/nh 是/vl 好/a 学生/n ！/w ""/w "
1876," 余家旺/nh 那/r 几/m 个/q 人/n 躲/v 在/p 角落/n 里/nd 叫/v 着/u ：/w ""/w 李金凤/nh 是/vl 坏/a 学生/n ！/w ""/w "
1877," 余钢/nh 、/w 江大年/nh 喊/v 着/u ：/w ""/w 李金凤/nh 是/vl 好/a 学生/n ！/w ""/w "
1878," 群众/n 喊/v 着/u ：/w ""/w 李金凤/nh 是/vl 好/a 学生/n ！/w ""/w "
1879," 李金凤/nh 就是/d 坏/a 学生/n ！/w ""/w "
1880," 龙国正/nh 目光/n 犀利/a ，/w 语调/n 铿锵/a ：/w ""/w 既然/c 你们/r 说/v 她/r 是/vl 坏/a 学生/n ，/w 那/r 就/d 让/p 她/r 上台/v 来/vd ，/w 由/p 贫下中农/j 给/p 我们/r 共大/j 的/u 学生/n 做/v 个/q 鉴定/v 吧/u ！/w ""/w "
1881," 我/r 是/vl 一个/mq 学生/n ，/w 一个/mq 普通/a 的/u 党员/n ，/w 我/r 说/v 不出/v 多少/m 道理/n ，/w 但是/c 毛/nhf 主席/n 有/v 一句话/n ，/w 我/r 永远/d 不会/vu 忘记/v ，/w 这/r 句/n 话/n 就是/d ：/w '/w 只有/c 社会主义/n 能够/vu 救/v 中国/ns '/w ！/w ""/w "
1882, 在/p 东华大学/ni 的/u 一/m 条/q 漂亮/a 的/u 走廊/n 上/nd ，/w 一/m 簇/q 一/m 簇/q 的/u 学生/n 站/v 在/p 那里/r ，/w 神气/n 都/d 非常/d 严肃/a 。/w 
1883, 江浩/nh 匆匆/a 穿过/v 走廊/n ，/w 一/m 群/q 学生/n 迎/v 住/v 了/u 他/r ，/w 其中/nd 也/d 有/v 他/r 的/u 大/a 儿子/n 思清/nhs 。/w 
1884," ""/w 当然/d ，/w 停办/v 有/v 困难/n ，/w 学生/n 要/vu 失学/v ，/w 教职员/j 要/vu 失业/v 。/w ""/w "
1885, 满/a 屋子/n 的/u 男女/n 学生/n ，/w 端坐/v 着/u ，/w 声息/n 全/a 无/v 。/w 
1886," 这/r 两/m 天/nt 学校/n 的/u 空气/n 不对/a ，/w 听说/v 学生/n 又/d 在/p 搞/v 什么/r 花样/n 了/u 。/w ""/w "
1887, 这/r 一/m 年/nt 多/m 来/u ，/w 他/r 感觉到/v ：/w 东华大学/ni 的/u 空气/n 显然/a 起/v 了/u 变化/v ，/w 本来/d 不/d 喜欢/v 政治/n 的/u 学生/n 都/d 热衷/v 起/v 政治/n 来/vd 了/u 。/w 
1888, 但/c 他/r 觉得/v 他/r 是/vl 了解/v 学生/n 的/u 心情/n 的/u ，/w 他/r 自己/r 对/p 现状/n 就/d 很/d 不满/a ，/w 这/r 并/c 没有/v 什么/r 奇怪/a 。/w 
1889, 使/v 他/r 常常/d 感到/v 不/d 舒服/a 的/u 是/vl 学校/n 和/c 学生/n 的/u 对立/v ，/w 裂痕/n 越来越/d 大/a 。/w 
1890," 霍克斯/nh 很/d 关心/v 这/r 件/q 事/n ，/w 刚才/d 他/r 还/d 提到/v ，/w 学生/n 信任/v 你/r ，/w 希望/v 你/r 多/a 开导/v 开导/v 他们/r 。/w ""/w "
1891, 像/v 上回/n 的/u 沈崇/nh 案/n ，/w 不过/c 是/vl 个/q 法律/n 问题/n ，/w 可/vu 学生/n 偏要/vu 起哄/v ，/w 闹/v 什么/r 抗暴/v 运动/n ，/w 思远/nhs 还/d 闹/v 得/u 特别/d 起劲/a 。/w 
1892," 我/r 不/d 赞成/v 学生/n 随便/a 罢课/v ，/w 可/vu 我/r 也/d 不/d 认为/v 学生/n 的/u 爱国/v 情绪/n 就是/d 反/v 美/j 活动/v 。/w ""/w "
1893," 我/r 认为/v 应该/vu 叫/v 学生/n 立刻/d 复课/v ，/w 并且/c 一定/d 要/vu 开除/v 捣乱/v 分子/n 。/w ""/w "
1894, 宋哲元/nh 杀害/v 了/u 一个/mq 爱国/v 学生/n ，/w 激起/v 王大化/nh 满腔/n 怒火/n 。/w 
1895, 最/d 热闹/a 的/u 是/vl 星期天/nt 了/u ，/w 爸爸/n 的/u 学生/n 们/k 都/d 来/vd 了/u ，/w 他/r 就坐/v 在/p 院中/nl 给/p 大家/n 讲故事/v ，/w 从/p 毛主席/nh 的/u 青少年/j 时代/nt 讲到/v 列宁/nh 在/p 狱中/nl ，/w 从/p 雷锋/nh 讲到/v 保尔/nh ，/w 从/p 中国/ns 古代/nt 射日/v 的/u 后羿/nh ，/w 讲到/v 古希腊/ns 偷/v 天火/n 的/u 普罗米修斯/nh …/w …/w 有时/d 还/d 讲/v 他/r 解放前/nt 教书/v 时/nt 的/u 事情/n ，/w 其中/nd 最/d 令/v 人/n 难忘/v 的/u 是/vl 那个/r 穷/a 孩子/n 小/a 黄花/n 的/u 故事/n 了/u ，/w 也就是/d 从/p 那个/r 时候/n 起/v ，/w 才/d 解开/v 了/u 爸爸/n 酷爱/v 种花/v 之/u 谜/n 。/w 
1896, 爸爸/n 被/p 这个/r 意外/a 的/u 消息/n 震惊/v 了/u ，/w 他/r 扔下/v 学生/n 就/d 往/p 后屯/ns 跑/v 。/w 
1897," 星期天/nt 家里/nl 再也/d 看/v 不到/v 活泼/a 的/u 学生/n 们/k 了/u ，/w 逃学/v 鬼/n 雪华/nh 却/d 在家/v 闲逛/v 起来/vd ，/w 有时/d 从/p 我/r 家/n 门前/nl 过/vd ，/w 不是/vl 抽去/v 杖/n 子/n 上/nd 的/u 竹条/n ，/w 就是/d 往/p 园子/n 里/nd 甩/v 石头/n ，/w 喊声/n ""/w 臭老九/n 。/w ""/w "
1898, 学生/n 却/d 绝大多数/n 是/vl 从/p 抗大/j 、/w 陕公/n 来/vd 投考/v 的/u ，/w 其中/nd 有/v 一部分/n 是/vl 抗战/n 以后/nt 才/d 从事/v 抗日/j 宣传/v 的/u 演剧/v 队员/n 。/w 
1899, 他/r 在/p 青岛/ns 大学/n 教书/v 时/nt ，/w 有/v 个/q 学生/n 在/p 海滨/nl 游玩/v ，/w 无缘无故/i 被/p 日本/ns 浪人/n 打/v 得/u 死去活来/i ，/w 反/v 被/p 押送/v 警察局/n 。/w 
1900, 他/r 忍无可忍/i ，/w 去/v 找/v 校长/n ，/w 学校/n 群情/n 沸腾/v ，/w 终于/d 救出/v 了/u 那个/r 被/p 押/v 的/u 学生/n 。/w 
1901," 这些/r 文人/n 大多/d 当过/v 教师/n ，/w 话锋/n 一/d 转/v ，/w 自然/d 会谈/v 到/v ""/w 学生/n ""/w 和/c ""/w 桃李/n ""/w 的/u 瓜葛/n 。/w "
1902," 所以/c 历来/d 人们/n 常用/v 这/r 一/m 成语/n 比喻/v 教师/n 培养/v 出/vd 众多/a 高/a 质量/n 的/u 学生/n 。/w ""/w "
1903," 那是/vl 一九四六/m 年/nt 一月/nt 二十五/m 日/nt ，/w 我/r 在/p 重庆/ns 一个/mq 大学/n 上学/v ，/w 旧/a 的/u 政治协商会议/ni 正在/d ""/w 国民政府/n ""/w 开会/v ，/w 几万/m 学生/n 为了/p 促成/v 会议/n 成功/a 、/w 阻止/v 内战/n 爆发/v 到/v 会场/n 去/v 请愿/v 。/w "
1904," 人/n 太多/a ，/w 我/r 夹杂/v 在/p 里面/nd ，/w 总算/d 刚刚/d 挤进/v 了/u ""/w 国/n 府/n ""/w 的/u 大门/n ，/w 更/d 多/a 的/u 学生/n 就/d 只有/d 留/v 在/p 院墙/n 外面/nd 了/u 。/w "
1905," 各/r 党派/n 的/u 代表/n 以及/c ""/w 社会/n 贤达/n ""/w 相继/d 给/p 学生/n 们/k 讲话/v 。/w "
1906, 因而/c ，/w 象/p 成千上万/i 的/u 青年/n 学生/n 一样/a ，/w 我/r 也/d 终于/d 在/p 长期/nt 的/u 迷惘/a 、/w 傍/v 徨/v 、/w 摸索/v 、/w /x 踬/x 之后/nt ，/w 离开/v 旧/a 世界/n ，/w 投奔/v 到/v 周恩来/nh 同志/n 为/p 之/u 奋斗/v 的/u 新/a 天地/n 来/vd 了/u 。/w 
1907," 时间/n 无一例外/i 地/u 考验/v 着/u 每/r 个/q 人/n ，/w 特别/d 是/vl 经过/p 文化大革命/n ，/w 那/r 自称/v 是/vl ""/w 最最/d 亲密/a 的/u 战友/n ""/w 和/c ""/w 战友/n ""/w 加/v ""/w 学生/n ""/w 的/u 男盗女娼/i ，/w 都/d 被/p 证明/v 了/u 是/vl 祸国殃民/i 的/u 衣冠禽兽/i ，/w 周/nhf 总理/n 的/u 丰功伟绩/i 、/w 盛德/n 高/a 风/n 就/d 更加/d 成为/v 一/m 座/q 屹立/v 在/p 人民/n 心头/nl 的/u 仰/v 之/u 弥/a 高/a 、/w 钻/v 之/u 弥坚/a 的/u 丰碑/n 而/c 与/c 天地/n 并/v 寿/n 、/w 和/p 日月/nt 同辉/v 了/u 。/w "
1908, 九姑/nh 兴奋/a 地/u 投入/v 复旦/ni 庆祝/v 建国/v 的/u 游行/v 队伍/n ，/w 她/r 跟/p 年轻人/n 一样/a ，/w 青春/n 焕发/v 地/u 和/c 学生/n 们/k 一块/d 扭秧歌/v ；/w 简直/d 令/v 人/n 不能/vu 相信/v 。/w 
1909, 还有/v ，/w 那/r 神采/n 焕发/v 的/u 青年/n 学生/n ，/w 那/r 机智/a 果敢/a 的/u 小/a 小/a 交通/n ，/w 那/r 饱经风霜/i 的/u 知识分子/n …/w …/w 都/d 象/p 一/m 只/q 只/q 熊熊/a 燃烧/v 的/u 火炬/n ，/w 一/m 杆/q 杆/q 迎风招展/i 的/u 大旗/n ，/w 给/p 人/n 力量/n ，/w 发人深思/i ！/w 
1910, 虽然/c 我们俩/r 几乎/d 同龄/v ，/w 假如/c 我/r 穿上/v 这/r 红妆/n 上讲台/v ，/w 中文系/n 的/u 学生/n 就/d 不好好/a 记/v 笔记/n 啦/u 。/w 
1911, 方才/d 从/p 家里/nl 出来/vd ，/w 就/d 遭到/v 了/u 妻子/n 的/u 冷眼/n 和/c 女儿/n 们/k 的/u 埋怨/v ，/w 由此/d 想到/v 了/u 我/r 业/n 校/n 的/u 学生/n -/w -/w 那些/r 刚刚/d 走向/v 生活/n 的/u 少男/n 少女/n ，/w 他们/r 是/vl 多么/d 想/v 痛痛快快/a 地/u 玩/v 一/m 玩/v 呀/u ！/w 
1912, 唯一/a 可/vu 供/v 学生/n 们/k 课外活动/n 的/u 设施/n ，/w 是/vl 门前/nl 那个/r 废弃/v 了/u 的/u 碾盘/n 和/c 一个/mq 丢/v 在/p 地上/nl 的/u 石/n 滚/n 。/w 
1913, 学生/n 们/k 下/v 了/u 课/n ，/w 在/p 那个/r 大/a 碾盘/n 上/nd 爬上/v 爬下/v ；/w 把/p 那个/r 石/n 滚/n 推来推去/v 。/w 
1914, 她/r 不仅/c 对/p 我/r ，/w 对/p 其他/r 年轻人/n ，/w 诸如/v 她/r 的/u 学生/n 和/c 文学/n 后进/n ，/w 也/d 都/d 慷慨/a 相助/v 。/w 
1915, 黄登第/nh 这位/r 现/n 已/d 年/nt 近/v 六/m 旬/nt 的/u 老人/n ，/w 虽/c 在/p 五十/m 年代/nt 也/d 做/v 过/u 几/m 天/nt 夜校/n 的/u 学生/n ，/w 至今/d 斗大/a 的/u 字/n 也/d 不过/d 只/d 识得/v 自己/r 的/u 名字/n 。/w 
1916, 他/r 只是/d 平静/a 地/u 谈/v 着/u ，/w 谈/v 着/u 他/r 的/u 工作/n ，/w 询问/v 着/u 他/r 那些/r 散布/v 在/p 全国/n 各地/nl 的/u 学生/n 的/u 去向/n 。/w 
1917, 啊/e ，/w 他/r 的/u 学生/n 或/c 别人/r 可能/vu 把/p 他/r 看作/v 一/m 位/q 有影响/v 的/u 评论家/n ，/w 一/m 位/q 知名/a 的/u 学者/n ，/w 或者/c 一些/m 别的/r 什么/r ，/w 但/c 对于/p 我/r ，/w 他/r 首先/d 是/vl ，/w 而且/c 永远/d 是/vl 一/m 位/q 奉献/v 自己/r 心血/n 的/u 老师/n 。/w 
1918," １９８２/m 年/nt ，/w 当/p 我/r 怀/v 着/u 忐忑不安/i 的/u 心情/n 问/v 他/r 能否/d 为/p 我/r 的/u 一/m 本/q 小/a 小/a 的/u 论集/n 写/v 个/q 简短/a 的/u 前言/n 时/nt ，/w 他/r 立刻/d 答应/v 下来/v ，/w （/w 尽管/d 他/r 当时/nt 健康/a 状况/n 不佳/a ，/w 视力/n 也/d 减退/v 了/u ，/w ）/w 他/r 的/u 夫人/n 解释/v 说/v ：/w ""/w 他/r 答应/v 写/v ，/w 因为/c 你/r 是/vl 他/r 的/u 学生/n 啊/e ！/w ""/w "
1919, 是/vl 啊/e ，/w 因为/c 我/r 是/vl 他/r 的/u 学生/n ，/w 对/p 学生/n ，/w 他/r 认为/v 自己/r 有/v 尽/v 不/d 完/v 的/u 义务/n 。/w 
1920, 有一次/v 他/r 给/p 我/r 看/v 我/r 的/u 同学/n 施咸荣/nh 翻译/v 并/c 题赠/v 给/p 他/r 的/u 一/m 本/q 小说/n 时/nt ，/w 他/r 深清/a 地/u 说/v ，/w 那些/r 放/v 在/p 书架/n 上/nd 的/u 他/r 的/u 学生/n 们/k 的/u 书/n ，/w 给/p 他/r 以/p 极/d 大/a 的/u 快慰/a ，/w 甚于/v 看到/v 他/r 自己/r 的/u 书/n 。/w 
1921, 他/r 的/u 医生/n 童启进/nh ，/w 也是/vl 老/a 北大/j 的/u 学生/n ，/w 写信/v 要/vu 我/r 去/v 一下/mq 。/w 
1922," 他/r 虚弱/a 地/u 轻轻/a 笑/v 着/u ：/w ""/w 我/r 做/v 了/u 一辈子/nt 教师/n ，/w 现在/nt 又/d 倒/v 过来/vd 当/v 学生/n 了/u 。/w ""/w "
1923, 这个/r 学校/n 的/u 学生/n 毕业/v 论文/n 都/d 是/vl 珍藏/v 在/p 善本/n 室/n 里/nd 。/w 
1924," 石/nhf 大妈/n 五/m 岁/nt 的/u 孙子/n 根根/nhs ，/w 象/p 有/v 重大/a 的/u 发现/v 一样/a ，/w 顶着/v 个/q 铝/n 盆/n ，/w 在/p 雨/n 地里/nl 嫩/a 声/n 嫩/a 气/n 地/u 叫喊/v 着/u ：/w ""/w 奶奶/n ，/w 奶奶/n ，/w 快/d 来看/v 呀/u ，/w 女/f 学生/n 的/u 菜/n 出来/vd 啦/u ！/w "
1925," 根根/nhs 摇/v 着/u 奶奶的/i 手/n 问/v ：/w ""/w 女/f 学生/n 下雨/v 也/d 来/vd 吗/u ？/w ""/w "
1926," 石/nhf 大妈/n 低头/v 看/v 着/u 铝/n 盆/n 下/nd 那/r 两/m 只/q 乌黑/a 的/u 眼珠/n ，/w 亲昵/a 地/u 问道/v ：/w ""/w 根娃/nhs ，/w 你/r 给/p 奶奶/n 说/v ，/w 女/f 学生/n 叫/v 啥/r 名字/n ？/w ""/w "
1927, 这时/r ，/w 一阵/mq 锣鼓/n 声响/n ，/w 社员/n 们/k 把/p 女/f 学生/n 迎进/v 村里/nl ，/w 石/nhs 大妈/n 和/c 根根/nhs 一前一后/i 朝/p 外/nd 跑/v 。/w 
1928, 刚/d 出/vd 大门/n ，/w 就/d 见/v 一/m 群/q 姑娘/n 小伙/n ，/w 有/v 扛/v 行李/n 的/u ，/w 有/v 提/v 东西/n 的/u ，/w 引/v 着/u 女/f 学生/n 们/k 来/vd 了/u 。/w 
1929, 走/v 在/p 头前/nd 的/u 那个/r 学生/n ，/w 浓浓/a 的/u 眉毛/n ，/w 上/nd 嘴唇/n 微微/a 有点/d 上翘/v 。/w 
1930, 可是/c ，/w 大妈/n 又/d 怎么/r 能/vu 想到/v ，/w 自已/r 一天/nt 念叨/v 着/u 的/u 女/f 学生/n ，/w 就/d 会/vu 是/vl 她/r 呢/u ？/w 
1931, 再/d 不要说/v '/w 洋/a 学生/n '/w 、/w '/w 城里/nl 娃/n '/w ，/w 心眼/n 和/c 咱/r 通/v 着/u 哩/u 。/w 
1932, 他/r 二十/m 年/nt 前/nd 的/u 学生/n 周可章/nh 、/w 现在/nt 是/vl 系里/nl 的/u 教授/n ，/w 写/v 了/u 一/m 篇/q 论文/n ，/w 和/p 他/r 的/u 主张/v 相反/v 。/w 
1933," 虽然/c 人人/n 都/d 知道/v 他/r 是/vl 我/r 的/u 学生/n ，/w 可/vu 现在/nt 他/r 是/vl 教授/n 呵/u 。/w ""/w "
1934, 罗庆熙/nh 老/a 教授/n 常常/d 这样/r 为/p 他/r 的/u 学生/n 着想/v 。/w 
1935, 他/r 的/u 想法/n 是/vl ：/w 学生/n 也是/vl 教授/n 了/u ，/w 要/vu 尊重/v 他/r 的/u 学问/n 。/w 
1936, 老/a 教授/n 用/v 建议/v 的/u 口吻/n 问/v 学生/n ，/w 就/d 象/p 当年/nt 把/p 他/r 叫到/v 跟前/nl 谈话/n 一样/a 。/w 
1937," 老师/n 刚才/d 这/r 番/q 话/n ，/w 周可章/nh 教授/n 平时/nt 也/d 对/p 学生/n 谈/v 过/u ，/w 可/d 今晚/nt 一/m 听/v ，/w 真/d 有/v ""/w 胜/v 读/v 十年/nt 书/n ""/w 的/u 感觉/v 。/w "
1938, 她/r 就是/vl 我/r 的/u 学生/n 李蜜柚/nh 。/w 
1939," 出于/v 一个/mq 老师/n 对/p 学生/n 品德/n 的/u 关心/v ，/w 我/r 不安/a 地/u 问/v ：/w ""/w 她/r 生气/v 啦/u ？/w "
1940, 我/r 问/v 了/u 他们/r 一下/mq ，/w 但/c 似乎/d 两/m 个/q 学生/n 都/d 不/d 善于/v 表达/v 、/w 没有/v 谈/v 出/vd 什么/r 特色/n 来/vd 。/w 
1941," ""/w 请/v 放心/v ，/w 到/v 村里/nl 我/r 找/v 个/q 学生/n 送/v 您/r 一程/n 。/w "
1942," 小学生/n 更/d 奇怪/a 了/u ，/w 大/a 点/n 的/u 学生/n 便/d 解释/v 着/u ：/w ""/w 就是/d 咱村/n 上楼/v 院里/nl 大/a 地主/n 家/n ！/w ""/w "
1943, 年岁/nt 大/a 一些/m 学生/n 摇摇头/v 。/w 
1944, 我/r 应该/vu 坦率/a 的/u 说/v ：/w 陈萍/nh 这个/r 学生/n ，/w 在/p 我/r 的/u 最初/nt 印象/n 中/nd 并不是/v 很/d 好/a 的/u 。/w 
1945," 下课/v 的/u 时候/n ，/w 这位/r 学生/n 又/d 来/vd 了/u ，/w 不知/v 她/r 从/p 哪/r 本/q 小说/n 上/nd 找来/v 了/u 这样/r 一个/mq 词/n ：/w ""/w 饕餮/n ""/w 。/w "
1946, 生活/v 在/p 陈萍/nh 这样/r 的/u 工人/n 中间/nd 到底/d 谁/r 是/vl 学生/n 呢/u ？/w 
1947, 她/r 不断/d 地/u 把/p 上衣/n 往下/v 拉平/v ，/w 不时/d 的/u 瞧/v 着/u 左/nd 胸前/nl 的/u 新/a 校徽/n -/w -/w 那/r 上面/nd 写/v 着/u 护士/n 班/n 学生/n 银格娜/nh 的/u 字样/n ，/w 还/d 带/v 着/u 一/m 股/n 儿/k 新/a 布/n 和/c 油墨/n 的/u 香味/n 哩/u ！/w 
1948, 住/v 在/p 同一/a 条/n 走廊/n 里/nd 的/u 二/m 年级/n 学生/n ，/w 大声/n 吵嚷/v 着/u 从/p 房门/n 前/nd 跑/v 过去/vd 。/w 
1949, 宿舍/n 的/u 第三/m 号/n 床位/n ，/w 是/vl 一个/mq 名叫/v 姚静芬/nh 的/u 二/m 年级/n 学生/n 睡/v 的/u ，/w 银格娜/nh 怀/v 着/u 崇高/a 的/u 敬意/n 瞧/v 着/u 她/r 这位/r 邻居/n 。/w 
1950, 姚静芬/nh 是/vl 在/p 半/m 个/q 钟头/n 以前/nt 才/d 从/p 医院/n 回来/vd 的/u -/w -/w 因为/c 二/m 年级/n 学生/n 已经/d 开始/v 在/p 校外/nl 实习/v 了/u 。/w 
1951," 这里/r 有/v 长征/n 的/u 老战士/n ，/w ""/w 二七/n ""/w 的/u 老工人/n ，/w 上甘岭/ns 的/u 爆破/v 手/n ，/w 长江/ns 大桥/n 的/u 沉/v 箱/n 工/n ，/w 达乎尔族/ns 的/u 牧羊/v 姑娘/n ，/w 当然/d ，/w 还有/v 从/p 上海/ns 来/vd 的/u 工人/n 和/c 学生/n …/w …/w 他们/r 都/d 来到/v 这/r 边塞/n 的/u 渔村/n ，/w 组成/v 一个/mq 战斗/v 的/u 集体/n 。/w "
1952," ""/w 孩子/n 们/k 吵架/v ，/w 他们/r 有/v 个/q 叫做/v 久子/nh 什么/r 的/u 小学生/n ，/w 说/v 是/vl 给/p 咱们/r 的/u 学生/n 打伤/v 了/u ，/w 他们/r 便/d 又/d 想来/v 寻事/v 。/w ""/w "
1953, 老远/a 地/u ，/w 就/d 看见/v 岸边/nl 有/v 一片/mq 鲜花/n 向/p 我们/r 的/u 船只/n 摇动/v ，/w 船/n 渐渐/d 拢/v 了/u 岸/n ，/w 我们/r 才/d 看见/v 鲜花/n 的/u 下面/nd ，/w 有/v 一/m 群/q 穿/v 学生/n 服/n 的/u 蓝/a 眼睛/n 的/u 姑娘/n ，/w 她们/r 在/p 欢呼/v 着/u 迎接/v 中国/ns 的/u 朋友们/n 。/w 
